date,time,date_time,roadway,intersection,report_number
2/20/19,1250,2/20/19 12:50,TARRYTOWN RD,,2019001548
2/20/19,1810,2/20/19 18:10,OLD SAW MILL RIVER RD,ENTRANCE TO 710 O,2019001566
2/20/19,1335,2/20/19 13:35,SOUTH RD,MADISON PL,2019001551
2/20/19,1600,2/20/19 16:00,280 SPRAIN RD,,2019001558
2/20/19,1518,2/20/19 15:18,OLD RD,,2019001555
2/20/19,1620,2/20/19 16:20,N WASHINGTON AVE,,2019001559
2/20/19,1557,2/20/19 15:57,JACKSON AVE,,2019001557
2/21/19,920,2/21/19 9:20,E HARTSDALE AVE,,2019001576
2/21/19,806,2/21/19 8:06,BENEDICT AVE,,2019001574
2/21/19,1120,2/21/19 11:20,KNOLLWOOD RD,287 E,2019001578
2/21/19,915,2/21/19 9:15,500 WHITE PLAINS RD,PARKING LOT 500 W,2019001575
2/22/19,1101,2/22/19 11:01,TARRYTOWN RD,FAIR STREET,2019001604
2/22/19,1101,2/22/19 11:01,TARRYTOWN RD,FAIR STREET,2019001604
2/22/19,1240,2/22/19 12:40,TARRYTOWN ROAD,HILLSIDE AVE,2019001609
2/22/19,414,2/22/19 4:14,W HARTSDALE AV,HARTSDALE RD,2019001598
2/24/19,1738,2/24/19 17:38,E HARTSDALE AVE,LEWIS HILL RD,2019001662
2/24/19,1309,2/24/19 13:09,JACKSON AVE,OLD JACKSON AVE,2019001655
2/25/19,1856,2/25/19 18:56,JACKSON AVE,,2019001696
2/25/19,1653,2/25/19 16:53,TARRYTOWN RD,,2019001691
2/25/19,1856,2/25/19 18:56,JACKSON AVE,,2019001696
2/26/19,1025,2/26/19 10:25,OLD FARM LN,,2019001711
2/26/19,732,2/26/19 7:32,OLD SAW MILL RIVER RD,,2019001702
2/27/19,702,2/27/19 7:02,SAW MILL RIVER RD,FIELDCREST DR,2019001736
2/28/19,650,2/28/19 6:50,BENEDICT AVE,WHITE PLAINS RD,2019001774
2/28/19,722,2/28/19 7:22,300 EXECUTIVE BLVD,CLEARBROOK RD,2019001776
3/1/19,740,3/1/19 7:40,WATERSIDE DR,,2019001814
3/1/19,834,3/1/19 8:34,82 GREENVALE CIR,,2019001815
3/1/19,646,3/1/19 6:46,SPRAIN RD,HEATHERDELL RD,2019001809
3/1/19,1920,3/1/19 19:20,W HARTSDALE AVE,S CENTRAL AVE,2019001841
3/1/19,1855,3/1/19 18:55,FORTHILL RD,HIGHPOINT RD,2019001840
3/2/19,1030,3/2/19 10:30,TARRYTOWN RD/ 287 RA,287 EXIT 5 RAMP,2019001859
3/2/19,1745,3/2/19 17:45,TARRYTOWN RD,WYOMING AVE,2019001866
3/2/19,541,3/2/19 5:41,6 ANDOVER RD,,2019001854
3/2/19,541,3/2/19 5:41,4 ANDOVER RD,,2019001854
3/4/19,931,3/4/19 9:31,HILLSIDE AVE,,2019001899
3/4/19,100,3/4/19 1:00,3 GREENWOOD LANE,CANTERBURY RD.,2019001896
3/5/19,1232,3/5/19 12:32,S CENTRAL AVE,,2019001936
3/5/19,1433,3/5/19 14:33,FORT HILL RD,JACKSON AVE,2019001943
3/5/19,1505,3/5/19 15:05,ROSEMONT BLVD,,2019001945
3/5/19,1720,3/5/19 17:20,PAYNE ST,SEARS AVE,2019001951
3/5/19,2124,3/5/19 21:24,14 TOMAHAWK,,2019001954
3/6/19,855,3/6/19 8:55,OLD COUNTRY RD,,2019001961
3/6/19,1700,3/6/19 17:00,OLD COUNTRY RD,,2019001974
3/6/19,1210,3/6/19 12:10,JACKSON AVE,SAW MILL RIVER RD,2019001969
3/6/19,1130,3/6/19 11:30,GRASSLANDS RD(EB),TACONIC PKWY OFF,201901966
3/6/19,945,3/6/19 9:45,S CENTRAL AVE,,2019001963
3/6/19,1810,3/6/19 18:10,KNOLLWOOD RD,TARRYTOWN RD,2019001976
3/8/19,845,3/8/19 8:45,ARDSLEY RD,EDGEMONT RD,2019002018
3/9/19,1136,3/9/19 11:36,ARDSLEY RD,FORT HILL RD,2019002063
3/9/19,1054,3/9/19 10:54,S CENTRAL AVE,MARION AVE,2019002061
3/10/19,1045,3/10/19 10:45,HILLLSIDE AVE,287,2019002086
3/10/19,1914,3/10/19 19:14,S CENTRAL AVE,,2019002098
3/10/19,1407,3/10/19 14:07,W HARTSDALE AVE,N WASHINGTON AVE,2019002091
3/10/19,511,3/10/19 5:11,BENEDICT AVE,MAPLE AVE,2019002084
3/10/19,1200,3/10/19 12:00,PARKING LOT OF 917 CEN,,2019002088
3/11/19,1526,3/11/19 15:26,N. CENTRAL AV,HARVARD DR,2019002125
3/11/19,1920,3/11/19 19:20,GRASSLANDS RD,,2019002135
3/11/19,1712,3/11/19 17:12,DOBBS FERRY RD,SPRAIN BROOK PRKW,2019002131
3/11/19,1634,3/11/19 16:34,TARRYTOWN RD,WYOMING AVE,2019002129
3/12/19,1230,3/12/19 12:30,N. CENTRAL AV,ALEXANDER AV,2019002148
3/12/19,1125,3/12/19 11:25,N CENTRAL AVE,CHATTERTON PKWY,2019002146
3/12/19,1115,3/12/19 11:15,35 E. HARTSDALE AVE REA,,2019002147
3/13/19,928,3/13/19 9:28,S CENTRAL AV,,2019002174
3/13/19,928,3/13/19 9:28,S CENTRAL AV,,2019002174
3/13/19,1705,3/13/19 17:05,ARDSLEY RD,BRONX RIVER PKWY,2019002189
3/13/19,1309,3/13/19 13:09,SAW MILL RIVER RD,HUNTER LN,2019002184
3/14/19,1828,3/14/19 18:28,DOBBSFERRY RD (WB),,2019002218
3/14/19,815,3/14/19 8:15,TARRYTOWN RD,,2019002206
3/14/19,1512,3/14/19 15:12,ARDSLEY RD,SPRAIN RD,2019002214
3/14/19,826,3/14/19 8:26,280 SAW MILL RIVER RD,,2019002205
3/15/19,1200,3/15/19 12:00,N CENTRAL AVE,,2019002246
3/15/19,1525,3/15/19 15:25,CENTRAL AV,ARDSLEY RD,2019002254
3/15/19,1200,3/15/19 12:00,TARRYTOWN RD,,2019002244
3/15/19,830,3/15/19 8:30,FENIMORE RD,,2019002237
3/15/19,1407,3/15/19 14:07,S. CENTRAL AVE,,2019002250
3/16/19,800,3/16/19 8:00,DOBBS FERRY RD,SPRAIN BROOK PARK,2019002656
3/16/19,934,3/16/19 9:34,STONYBROOK LN,,2019002269
3/16/19,1800,3/16/19 18:00,OLD ARMY RD,,2019002280
3/17/19,1615,3/17/19 16:15,E. HARTSDALE AV,,2019002300
3/17/19,1140,3/17/19 11:40,S. CENTRAL AVE,,2019002295
3/18/19,1156,3/18/19 11:56,CENTRAL AVE,S HEALY AVE,2019002315
3/18/19,1337,3/18/19 13:37,S CENTRAL AVE,,2019002320
3/19/19,1544,3/19/19 15:44,ARDSLEY RD,SPRAIN VALLEY RD,2019002354
3/20/19,618,3/20/19 6:18,50 TARRYTOWN RD,,2019002370
3/20/19,1235,3/20/19 12:35,ARDSLEY RD,,2019002379
3/20/19,804,3/20/19 8:04,STADIUM RD,,2019002372
3/21/19,1700,3/21/19 17:00,W HARTSDALE AVE,RIDGE RD,2019002414
3/22/19,725,3/22/19 7:25,AQUEDUCT RD,HARTSDALE TRAIN ST,2019002425
3/22/19,900,3/22/19 9:00,GRASSLANDS,,2019002428
3/22/19,2145,3/22/19 21:45,KNOLLWOOD RD,TARRYTOWN,20019002449
3/22/19,2145,3/22/19 21:45,KNOLLWOOD RD,TARRYTOWN,2019002449
3/23/19,1824,3/23/19 18:24,W HARTSDALE AVE,,2019002476
3/24/19,2318,3/24/19 23:18,122 SOUTH RD,,2019002513
3/24/19,2110,3/24/19 21:10,SAW MILL RIVER RD,,19013725
3/24/19,2110,3/24/19 21:10,SAW MILL RIVER RD,,2019002510
3/25/19,1740,3/25/19 17:40,TARRYTOWN RD,HILLSIDE AVE,2019002542
3/25/19,1025,3/25/19 10:25,N CENTRAL AVE,,2019002519
3/25/19,1617,3/25/19 16:17,W HARTSDALE AVE,SECOR RD,2019002539
3/25/19,655,3/25/19 6:55,GRASSLANDS RD,,2019002514
3/26/19,1515,3/26/19 15:15,AQUADUCT RD,TARRYTOWN RD,2019002573
3/26/19,817,3/26/19 8:17,DOBSS FERRY RD,W HARTSDALE AVE,2019002559
3/26/19,1104,3/26/19 11:04,KNOLLWOOD ROAD,287 W/B EXIT RAMP,2019002565
3/26/19,1343,3/26/19 13:43,50 TARRYOWN RD,,2019002568
3/27/19,1720,3/27/19 17:20,COLEMAN TERRACE,WHITE PLAINS RD (W,2019002617
3/27/19,1520,3/27/19 15:20,KNOLLWOOD RD,N MANOR DR,2019002610
3/27/19,1000,3/27/19 10:00,S. CENTRAL AV,,2019002595
3/27/19,849,3/27/19 8:49,RIDGE RD,HILLCREST RD,2019002593
3/27/19,955,3/27/19 9:55,HIGHPOINT DR,,2019002597
3/27/19,1545,3/27/19 15:45,644-1 S CENTRAL AVE,PARKING LOT OF DA,2019002612
3/28/19,1142,3/28/19 11:42,HILLSIDE AVE,,2019002622
3/28/19,1723,3/28/19 17:23,SAW MILL RIVER RD (SB),LAMONT ST,2019002632
3/29/19,1600,3/29/19 16:00,GRASSLANDS RD,KNOLLWOOD RD,2019002660
3/29/19,1507,3/29/19 15:07,N CENTRAL AVE,,2019002658
3/29/19,1750,3/29/19 17:50,410 BENEDICT AVE PARKI,,2019002664
3/29/19,638,3/29/19 6:38,TARRYTOWN RD,1-287 EXIT 5 OFF RA,2019002642
3/30/19,1255,3/30/19 12:55,OLD TARRYTOWN RD,OLD KENSICO RD,2019002681
3/30/19,1510,3/30/19 15:10,SAW MILL RVR RD,BABBITT COURT,2019002686
3/31/19,1000,3/31/19 10:00,S CENTRAL AVE (NB LANE),,2019002706
3/31/19,1900,3/31/19 19:00,TARRYTOWN ROAD,,2019002715
3/31/19,1121,3/31/19 11:21,5 LAWRENCE AVE,AUGUSTINE RD,2019002708
4/1/19,830,4/1/19 8:30,FULTON ST.,RUSSELL ST.,2019002722
4/1/19,1615,4/1/19 16:15,FORTHILL RD,ARDSLEY RD,2019002735
4/1/19,1656,4/1/19 16:56,SPRAIN RD,,2019002736
4/2/19,730,4/2/19 7:30,SAW MILL RIVER RD,LAWRENCE ST,2019002741
4/2/19,925,4/2/19 9:25,ELDORADO CT,,2019002745
4/2/19,1351,4/2/19 13:51,TARRYTOWN RD,,2019002754
4/2/19,130,4/2/19 1:30,GRASSLANDS RD/ SAW M,SAW MILL RIVER RD,2019002740
4/3/19,1200,4/3/19 12:00,TARRYTOWN RD,,2019002787
4/3/19,846,4/3/19 8:46,E. HARTSDALE AVE,I/F/O 180 E HARTSDA,2019002781
4/3/19,1126,4/3/19 11:26,AQUEDUCT RD,TARRYTOWN RD,2019002785
4/4/19,222,4/4/19 2:22,S SPRAIN RD,,2019002812
4/4/19,1420,4/4/19 14:20,SAW MILL RIVER RD,,2019002832
4/5/19,2151,4/5/19 21:51,ARDSLEY RD,EDGEMONT RD,2019002878
4/5/19,1735,4/5/19 17:35,SPRAIN RD,UNDERHILL RD,2019002870
4/5/19,1710,4/5/19 17:10,SAW MILL RIVER RD,N PAYNE,2019002868
4/5/19,1334,4/5/19 13:34,TARRYTOWN RD,HILLSIDE,2019002866
4/5/19,1710,4/5/19 17:10,SAW MILL RIVER RD,N PAYNE,2019002868
4/5/19,1125,4/5/19 11:25,ARDSLEY RD,FORT HILL RD,2019002863
4/5/19,1645,4/5/19 16:45,PAYNE STREET,WINTHROP AVE,2019002873
4/5/19,850,4/5/19 8:50,KNOLLWOOD RD,TARRYTOWN RD,2019002853
4/6/19,1930,4/6/19 19:30,HILLSIDE AVE,TARRYTOWN RD,2019002899
4/6/19,1811,4/6/19 18:11,N CENTRAL AVE,CHATTERTON PKWY,2019002898
4/6/19,1612,4/6/19 16:12,HILLSIDE AVE,I-287 EXIT 5 W/B OFF,2019002893
4/6/19,605,4/6/19 6:05,175 W HARTSDALE AV,,2019002881
4/7/19,506,4/7/19 5:06,WINTHROP AV,,2019002907
4/10/19,1928,4/10/19 19:28,N CENTRAL AVE,CHATTERTON PKWY,2019003028
4/10/19,1436,4/10/19 14:36,E HARTSDALE AVE,CENTRAL AVE,2019003016
4/10/19,1548,4/10/19 15:48,TARRYTOWN RD,,2019003020
4/10/19,1010,4/10/19 10:10,GIBSON AVE,,2019003006
4/10/19,1709,4/10/19 17:09,GRASSLAANDS RD,WEST GATE ENTRAN,2019003025
4/10/19,1522,4/10/19 15:22,ARDSLEY RD,OLD ARMY RD,2019003019
4/10/19,945,4/10/19 9:45,ARDSLEY RD,SPRAIN RD,2019003005
4/10/19,829,4/10/19 8:29,919 S CENTRAL AV (PIZZA,,2019003001
4/10/19,1405,4/10/19 14:05,TARRYTOWN RD,,2019003017
4/11/19,858,4/11/19 8:58,W HARTSDALE AVE,S CENTRAL AVE,2019003049
4/11/19,1405,4/11/19 14:05,SAW MILL RIVER RD,SECOR ROAD,2019003058
4/11/19,1742,4/11/19 17:42,JACKSON AVE,GRASSY SPRAIN RD,2019003068
4/12/19,1520,4/12/19 15:20,ARDSLEY RD,,2019003094
4/12/19,1610,4/12/19 16:10,CENTRAL AVE,,2019003095
4/12/19,941,4/12/19 9:41,S. CENTRAL AVE,,2019003084
4/12/19,1247,4/12/19 12:47,KNOLLWOOD RD,OLD TARRYTOWN RD,2019003087
4/12/19,830,4/12/19 8:30,EAST HARTSDALE AVE,,2019003080
4/13/19,1930,4/13/19 19:30,ARDSLEY RD,LYNWOOD RD,2019003127
4/13/19,1138,4/13/19 11:38,ARDSLEY RD,,2019003111
4/13/19,1731,4/13/19 17:31,E HARTSDALE AVE,ROCKLEDGE RD,2019003124
4/14/19,1015,4/14/19 10:15,OLD SAW MILL RIVER RD,SAW MILL RIVER RD,2019003145
4/14/19,1200,4/14/19 12:00,W HARTSDALE AVE,,2019003150
4/14/19,1815,4/14/19 18:15,W HARTSDALE AV,,2019003157
4/14/19,1138,4/14/19 11:38,JACKSON AVE,FORT HILL RD,2019003111
4/15/19,1200,4/15/19 12:00,365 S CENTRAL AVE,,2019003174
4/15/19,1130,4/15/19 11:30,S CENTRAL AVE,,2019003172
4/15/19,845,4/15/19 8:45,SAW MILL RIVER RD,,2019003170
4/15/19,1245,4/15/19 12:45,JANE ST,HICKORY ST,2019003175
4/16/19,810,4/16/19 8:10,W. HARTSDALE AVE,N. WASHINGTON AV,2019003193
4/16/19,1330,4/16/19 13:30,SECOR RD,EDGEWOOD RD,2019003202
4/16/19,911,4/16/19 9:11,777 OLD SAW MILL RIVER,,2019003195
4/17/19,1323,4/17/19 13:23,S CENTRAL AVE,ARDSLEY RD,2019003236
4/17/19,1119,4/17/19 11:19,CENTRAL AVE,,2019003232
4/17/19,1150,4/17/19 11:50,S CENTRAL AVE,,2019003233
4/17/19,1400,4/17/19 14:00,175 SAW MILL RIVER RD (,,2019003237
4/17/19,1706,4/17/19 17:06,MANHATTAN AVE,OAK ST,2019003240
4/17/19,2107,4/17/19 21:07,FAIR ST,JUNIPER HILL RD,2019003250
4/18/19,1554,4/18/19 15:54,GRASSLANDS RD,TAYLOR RD,2019003277
4/18/19,1055,4/18/19 10:55,CENTRAL AVE,,2019003266
4/18/19,1230,4/18/19 12:30,JACKSON AVE,ANDREWS WAY,2019003271
4/19/19,1204,4/19/19 12:04,353 N CENTRAL AVE,DALEWOOD RD,2019003299
4/20/19,1220,4/20/19 12:20,E HARTSDALE AV,ROCKLEDGE RD,2019003330
4/20/19,1155,4/20/19 11:55,DOBBS FERRY RD,DOWNING DR W,2019003328
4/20/19,906,4/20/19 9:06,N CENTRAL AVE,CHATTERTON PKWY,2019003324
4/20/19,1240,4/20/19 12:40,KNOLLWOOD RD,,2019003331
4/22/19,1016,4/22/19 10:16,GRASSLANDS RD,TAYLOR RD,2019003364
4/22/19,1540,4/22/19 15:40,FORT HILL RD,HIGH POINT LN,2019003378
4/22/19,1247,4/22/19 12:47,S CENTRAL AVE,,2019003372
4/23/19,1717,4/23/19 17:17,JACKSON AVE,,2019003423
4/23/19,1314,4/23/19 13:14,SAW MILL RIVER RD,LAMONT ST,2019003408
4/23/19,1133,4/23/19 11:33,GRASSLANDS RD,,2019003403
4/23/19,1100,4/23/19 11:00,125 N WASHINGTON AVE,,2019003401
4/23/19,2233,4/23/19 22:33,PAYNE STREET,BAYBERRY ROAD,2019003429
4/24/19,1330,4/24/19 13:30,SAW MILL RIVER RD,,2019003443
4/24/19,1530,4/24/19 15:30,MOUNT JOY AVE,,2019003447
4/24/19,1304,4/24/19 13:04,CHALFORD LN,CLIFTON RD,2019003441
4/25/19,1554,4/25/19 15:54,ARDSLEY RD,FORT HILL RD,2019003484
4/25/19,904,4/25/19 9:04,TARRYTOWN RD,MANHATTAN AVE,2019003468
4/25/19,2005,4/25/19 20:05,S CENTRAL AVE,,2019003496
4/25/19,1312,4/25/19 13:12,ARDSLEY RD,FORTHILL RD,2019003479
4/25/19,845,4/25/19 8:45,8 DIVNEY LANE,,2019003467
4/25/19,1718,4/25/19 17:18,TARRYTOWN RD,,2019003489
4/25/19,2234,4/25/19 22:34,WHITE PLAINS RD,,2019003500
4/26/19,749,4/26/19 7:49,VIRGINIA RD,,2019003509
4/26/19,1204,4/26/19 12:04,N CENTRAL AVE,,2019003516
4/26/19,1125,4/26/19 11:25,AQUEDUCT RD,,2019003513
4/27/19,1013,4/27/19 10:13,SAW MILL RIVER RD,LAMONT ST,2019003541
4/27/19,1029,4/27/19 10:29,381 KNOLLWOOD RD,,2019003540
4/27/19,1905,4/27/19 19:05,540 SAW MILL RIVER RD,OLD SAW MILL RIVER,2019003561
4/27/19,30,4/27/19 3:30,PAYNE ST,SAW MILL RIVER RD,2019003537
4/27/19,2335,4/27/19 23:35,221 TAXTER RD,,2019003535
4/29/19,1233,4/29/19 12:33,230 E.HARTSDALE AVE.,,2019003596
4/29/19,1150,4/29/19 11:50,E HARTSDALE AV,,2019003594
5/1/19,1423,5/1/19 14:23,JACKSON AVE,287 NORTHBOUND O,2019003658
5/1/19,1707,5/1/19 17:07,SAW MILL RIVER RD,OLD SAW MILL RIVER,2019003663
5/1/19,1505,5/1/19 15:05,SAW MILL RIVER RD,HUNTER LN,2019003660
5/1/19,1510,5/1/19 15:10,KNOLLWOOD RD,TARRYTOWN RD,2019003659
5/2/19,1343,5/2/19 13:43,BENEDICT AVE,WHITE PLAINS RD,2019003694
5/2/19,1150,5/2/19 11:50,TAXTER RD,,2019003689
5/2/19,2013,5/2/19 20:13,S. CENTRAL AV,,2019003709
5/2/19,830,5/2/19 8:30,ROCK HILL LN,UNDERHILL RD,2019003683
5/2/19,1926,5/2/19 19:26,KNOLLWOOD RD,,2019003670
5/3/19,652,5/3/19 6:52,218 SAW MILL RIVER RD,SAW MILL RIVER RD/,2019003724
5/3/19,1631,5/3/19 16:31,6 LAWRENCE DR,,2019003743
5/3/19,1615,5/3/19 16:15,COLORADO AVE,,2019003745
5/3/19,1015,5/3/19 10:15,TARRYTOWN RD,,2019003730
5/3/19,1548,5/3/19 15:48,KNOLLWOOD RD,,2019003742
5/3/19,1430,5/3/19 14:30,KNOLLWOOD RD,,2019003739
5/4/19,1330,5/4/19 13:30,DOBBS FERRY RD,SPRAIN BROOK PKW,2019003760
5/4/19,1622,5/4/19 16:22,JACKSON AVE,GRASSY SPRAIN RD,2019003764
5/4/19,1000,5/4/19 10:00,FIELDSTONE DR,,2019003756
5/4/19,2030,5/4/19 20:30,12 DUNDARAVE RD,,2019003770
5/5/19,1625,5/5/19 16:25,241 EAST HARTSDALE RD,,2019003784
5/5/19,2220,5/5/19 22:20,BENEDICT AVE,,2019003791
5/5/19,323,5/5/19 3:23,TARRYTOWN RD,HILSIDE AVE,2019003773
5/6/19,815,5/6/19 8:15,DOBBS FERRY RD,SPENCER CT,2019003799
5/6/19,835,5/6/19 8:35,PAYNE ST (WB),SEARS AVE,2019003800
5/6/19,1514,5/6/19 15:14,TAXTER RD,,2019003823
5/6/19,1509,5/6/19 15:09,TARRYTOWN RD,208 TARRYTOWN RD,2019003818
5/6/19,1716,5/6/19 17:16,S. CENTRAL AVE,,2019003824
5/7/19,815,5/7/19 8:15,WHITE PLAINS ROAD,ENTRANCE 520 WHIT,2019003835
5/7/19,1512,5/7/19 15:12,KNOLLWOOD RD,,2019003863
5/7/19,915,5/7/19 9:15,TARRYTOWN RD,,2019003836
5/7/19,1630,5/7/19 16:30,MOUNTAIN RD,84 MOUNTAIN RD,2019003871
5/8/19,800,5/8/19 8:00,162 DOBBS FERRY RD,,2019003901
5/8/19,1756,5/8/19 17:56,KNOLLWOOD RD,,2019003906
5/9/19,1555,5/9/19 15:55,VIRGINIA RD,,2019003939
5/9/19,1244,5/9/19 12:44,W. HARTSDALE AVE,DOBBS FERRY RD,2019003932
5/9/19,945,5/9/19 9:45,MOUNTAIN ROAD,,2019003923
5/10/19,1702,5/10/19 17:02,KNOLLWOOD RD,,2019003969
5/10/19,1831,5/10/19 18:31,PAEKING LOT OF 47 TARR,,2019003975
5/10/19,1805,5/10/19 18:05,JACKSON AVE,EDITHS WAY,2019003973
5/10/19,1610,5/10/19 16:10,SAW MILL RIVER RD (NB),LAMONT ST,2019003967
5/12/19,1655,5/12/19 16:55,KNOLLWOOD RD,,20194022
5/12/19,1620,5/12/19 16:20,570 TAXTER RD,,2019004021
5/12/19,2325,5/12/19 23:25,237 TAXTER RD,,2019004028
5/12/19,1440,5/12/19 14:40,8 SHERWOOD RD,,2019004018
5/12/19,1532,5/12/19 15:32,1 SHERWOOD PL,,2019004019
5/12/19,2325,5/12/19 23:25,237 TAXTER RD,,2019004028
5/13/19,1758,5/13/19 17:58,E HARTSDALE AV,COLUMBIA AV,2019004056
5/13/19,1530,5/13/19 15:30,BENEDICT AVE,OLD WHITE PLAINS R,2019004051
5/13/19,1708,5/13/19 17:08,330 S CENTRAL AV,,2019004055
5/14/19,1735,5/14/19 17:35,E HARTSDALE AVE,,2019004090
5/14/19,1430,5/14/19 14:30,24 N CENTRAL AV,,2019004084
5/14/19,1200,5/14/19 12:00,GRASSLANDS RD,EXIT TO SPRAIN PKW,2019004077
5/14/19,1613,5/14/19 16:13,E HARTSDALE AVE,WILSON ST,2019004089
5/15/19,1516,5/15/19 15:16,SAW MILL RIVER RD,FAIRVIEW PARK DR,2019004127
5/15/19,650,5/15/19 6:50,PARKVIEW RD,,2019004139
5/15/19,1026,5/15/19 10:26,KNOLLWOOD RD.,GRASSLANDS RD,2019004111
5/16/19,1420,5/16/19 14:20,ARDSLEY RD,,2019004158
5/16/19,1252,5/16/19 12:52,JACKSON AVE,GRASSY SPRAIN RD,2019004156
5/16/19,811,5/16/19 8:11,KNOLLWOOD RD,1160 KNOLLWOOD R,2019004144
5/16/19,701,5/16/19 7:01,DOOBS FERRY RD,SPRAIN BROOK PKW,2019004143
5/16/19,657,5/16/19 6:57,CABOT AVE,PAYNE ST,2019004142
5/16/19,1230,5/16/19 12:30,DOBBS FERRY RD,425 DOBBS FERRY RD,2019004155
5/16/19,1545,5/16/19 15:45,FAIRVIEW PARK DRIVE,RIDGEWOOD DRIVE,2019004160
5/17/19,2300,5/17/19 23:00,DOBBS FERRY ROAD,,2019004211
5/17/19,2300,5/17/19 23:00,DOBBS FERRY ROAD,,2019004211
5/17/19,2300,5/17/19 23:00,DOBBS FERRY ROAD,,2019004211
5/17/19,1236,5/17/19 12:36,OLD WHITE PLAINS RD,,2019004189
5/17/19,1420,5/17/19 14:20,MOUNTAIN RD,SAW MILL RIVER PKW,2019004196
5/18/19,1817,5/18/19 18:17,18 N CENTRAL AVE,,2019004234
5/19/19,1555,5/19/19 15:55,S. CENTRAL AVE,,2019004259
5/19/19,1217,5/19/19 12:17,N CENTRAL AVE,N WASHINGTON AVE,2019004253
5/21/19,1031,5/21/19 10:31,ARDSLEY RD,,2019004337
5/21/19,930,5/21/19 9:30,GRASSLANDS RD,KNOLLWOOD RD,2019004331
5/21/19,915,5/21/19 9:15,233 SAW MILL RIVER,,2019004330
5/22/19,1018,5/22/19 10:18,TARRYTOWN RD,,2019004372
5/22/19,1143,5/22/19 11:43,240 SAW MILLL RIVER RD,,2019004378
5/23/19,1245,5/23/19 12:45,PROSPECT AVE,,2019004412
5/23/19,1611,5/23/19 16:11,HILLSIDE AVE,TOMAHAWK DR,2019004419
5/23/19,1648,5/23/19 16:48,S CENTRAL AVE,,2019004421
5/23/19,1635,5/23/19 16:35,WEST HARTSDALE AVE,HILLCREST AVE,2019004423
5/24/19,1655,5/24/19 16:55,DOBBS FERRY RD,WESTCHESTER VIEW,2019004459
5/24/19,1155,5/24/19 11:55,KNOLLWOOD RD,,2019004449
5/24/19,2140,5/24/19 21:40,SAW MILL RIVER RD,OLD SAW MILL RIVER,2019004470
5/24/19,1725,5/24/19 17:25,S CENTRAL AVE,,2019004462
5/24/19,2100,5/24/19 21:00,SAW MILL RIVER RD,OLD SAW MILL RIVER,20019004469
5/24/19,1909,5/24/19 19:09,S CENTRAL AVE,OLD ARMY RD,2019004467
5/24/19,2110,5/24/19 21:10,CENTRAL AVE,HEALY AVE,2019004471
5/25/19,1333,5/25/19 13:33,250 TARRYTOWN RD,FAIR ST,2019004488
5/25/19,633,5/25/19 6:33,BENEDICT AV,WHITE PLAINS RD,2019004480
5/26/19,1722,5/26/19 17:22,KEATS AVE,POE ST,2019004524
5/28/19,1435,5/28/19 14:35,SAW MILL RIVER RD,,2019004581
5/28/19,1457,5/28/19 14:57,FORT HILL RD,ARDSLEY RD,2019004580
5/29/19,1520,5/29/19 15:20,FORT HILL RD,JACKSON AVE,2019004612
5/29/19,1739,5/29/19 17:39,N. CENTRAL AVE,LAKEVIEW AVE,2019004616
5/30/19,744,5/30/19 7:44,GRASSLANDS RD,SPRAIN BROOK PKW,2019004635
5/30/19,1430,5/30/19 14:30,292 KNOLLWOOD RD,,2019004646
5/30/19,1950,5/30/19 19:50,WEST HARTSDALE AVE,PINEWOOD RD.,2019004660
5/30/19,1620,5/30/19 16:20,TARRYTOWN RD,,2019004651
5/30/19,57,5/30/19 5:57,333 SAW MILL RIVER RD,,2019004629
5/30/19,1218,5/30/19 12:18,N CENTRAL AV,DALEWOOD DR,2019004642
5/30/19,1635,5/30/19 16:35,E HARTSDALE AVE,,2019004652
5/30/19,1630,5/30/19 16:30,CENTRAL PARK AV,,2019004653
5/30/19,655,5/30/19 6:55,JACKSON AVE,SPRAIN RD,2019004633
5/30/19,1400,5/30/19 14:00,TARRYTOWN RD.,,2019004647
5/30/19,1936,5/30/19 19:36,DOBBS FERRY RD,,2019004659
5/30/19,1936,5/30/19 19:36,DOBBS FERRY RD,,2019004659
5/31/19,1155,5/31/19 11:55,S CENTRAL AVE,CLIFTON RD,2019004678
5/31/19,1520,5/31/19 15:20,OLD SAW MILL RIVER RD,SAW MILL RIVER RD,2019004684
5/31/19,1441,5/31/19 14:41,SAW MILL RIVER RD,OLD COUNTRY RD,2019004682
5/31/19,1725,5/31/19 17:25,SAW MILL RIVER RD,HUNTER LANE,2019004688
5/31/19,1839,5/31/19 18:39,165 S CENTRAL AVE,,2019004690
6/1/19,1659,6/1/19 16:59,190 AQUEDUCT RD,TARRYTOWN RD,2019004717
6/1/19,2123,6/1/19 21:23,E HARTSDALE AV,S CENTRAL AV,2019004726
6/2/19,1610,6/2/19 16:10,TARRYTOWN RD,,2019004755
6/2/19,1336,6/2/19 13:36,E HARTSDALE AVE,WILSON ST,2019004752
6/3/19,2125,6/3/19 21:25,TARRYTOWN RD,PROSPECT AV,2019004796
6/3/19,1040,6/3/19 10:40,JACKSON AVE,SPRAIN PKWY N/B EX,2019004774
6/3/19,2118,6/3/19 21:18,DOBBS FERRY RD,,2019004797
6/4/19,1300,6/4/19 13:00,E HARTSDALE AVE,WILSON ST,2019004815
6/4/19,1705,6/4/19 17:05,W HARTSDALE AVE,HILLCREST RD,2019004823
